Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
637,Text,1996-08-01,The Letters of Robert Louis Stevenson — Volume 2,en,"Stevenson, Robert Louis, 1850-1894","Stevenson, Robert Louis, 1850-1894 -- Correspondence; Authors, Scottish -- 19th century -- Correspondence",PR,
638,Text,2006-01-09,An Outcast of the Islands,en,"Conrad, Joseph, 1857-1924","Psychological fiction; Clerks -- Fiction; Europeans -- Southeast Asia -- Fiction; Trading companies -- Fiction; Betrayal -- Fiction; Lingard, Tom (Fictitious character) -- Fiction; Southeast Asia -- Fiction",PR,
639,Text,1996-08-01,"The God-Idea of the Ancients; Or, Sex in Religion",en,"Gamble, Eliza Burt, 1841-1920",Religion; Women and religion; Sex -- Religious aspects,BL,
640,Text,1996-08-01,The Yellow Fairy Book,en,"Lang, Andrew, 1844-1912",Fairy tales; Folklore,PZ,Children's Literature
641,Text,1996-09-01,The Violet Fairy Book,en,"Lang, Andrew, 1844-1912",Fairy tales; Folklore,PZ,Children's Literature
642,Text,1996-09-01,The Altar of the Dead,en,"James, Henry, 1843-1916",Death -- Fiction; Forgiveness -- Fiction; Memory -- Fiction,PS,
643,Text,1996-09-01,The Death of the Lion,en,"James, Henry, 1843-1916",Authors -- Fiction; Authorship -- Fiction; Manners and customs -- Fiction,PS,
644,Text,1996-09-01,The Haunted Man and the Ghost's Bargain,en,"Dickens, Charles, 1812-1870",Christmas stories; Ghost stories,PR,Christmas
645,Text,1996-09-01,The Figure in the Carpet,en,"James, Henry, 1843-1916","Short stories, American; Interpersonal relations -- Fiction; Women novelists -- Fiction; Critics -- Fiction; Secrecy -- Fiction",PS,
646,Text,1996-09-01,The Coral Island: A Tale of the Pacific Ocean,en,"Ballantyne, R. M. (Robert Michael), 1825-1894",Conduct of life -- Juvenile fiction; Shipwreck survival -- Juvenile fiction; Islands -- Juvenile fiction; Pirates -- Juvenile fiction; Camping -- Juvenile fiction; Natural history -- Juvenile fiction; Survival skills -- Juvenile fiction; Shipwrecks -- Juvenile fiction; Outdoor life -- Juvenile fiction; Oceania -- Juvenile fiction; Robinsonades,PZ,Children's Fiction
647,Text,1996-09-01,The Dynamiter,en,"Stevenson, Fanny Van de Grift, 1840-1914; Stevenson, Robert Louis, 1850-1894",Fiction; Short stories; Adventure stories; Mystery fiction,PR,
648,Text,1996-09-01,"Wild Wales: Its People, Language and Scenery",en,"Borrow, George, 1803-1881","Wales -- Description and travel; Borrow, George, 1803-1881 -- Travel -- Wales",DA,
649,Text,1996-09-01,"Ancient Poems, Ballads, and Songs of the Peasantry of England",en,"Dixon, James Henry, 1803-1876 [Contributor]; Bell, Robert, 1800-1867 [Editor]","Songs, English -- England -- Texts; Ballads, English -- England -- Texts",PR,
650,Text,1996-09-01,Pictures from Italy,en,"Dickens, Charles, 1812-1870; Stone, Marcus, 1840-1921 [Illustrator]","Italy -- Description and travel; Novelists, English -- 19th century -- Biography; Dickens, Charles, 1812-1870 -- Travel -- Italy",DG,
651,Text,1996-09-01,Phantasmagoria and Other Poems,en,"Carroll, Lewis, 1832-1898; Frost, A. B. (Arthur Burdett), 1851-1928 [Illustrator]","English poetry -- 19th century; Ghosts -- Poetry; Fantasy poetry, English",PR,
652,Text,1996-09-01,"Rasselas, Prince of Abyssinia",en,"Johnson, Samuel, 1709-1784",Satire; Princes -- Fiction; Happiness -- Fiction; Ethiopia -- Fiction,PR,Best Books Ever Listings
653,Text,1996-09-01,"The Chimes
A Goblin Story of Some Bells That Rang an Old Year out and a New Year In",en,"Dickens, Charles, 1812-1870",Christmas stories; Holidays -- Fiction,PR,
654,Text,1996-09-01,Grace Abounding to the Chief of Sinners,en,"Bunyan, John, 1628-1688; Copping, Harold, 1863-1932 [Illustrator]","Bunyan, John, 1628-1688; Authors, English -- Early modern, 1500-1700 -- Biography; Puritans -- England -- Biography; Christian biography -- England",PR,Christianity
655,Text,2006-01-21,Life and Letters of Robert Browning,en,"Browning, Robert, 1812-1889; Orr, Sutherland, Mrs., 1828-1903","Browning, Robert, 1812-1889; Poets, English -- 19th century -- Biography",PR,Biographies
656,Text,1996-09-01,Life of Robert Browning,en,"Sharp, William, 1855-1905","Browning, Robert, 1812-1889; Poets, English -- 19th century -- Biography",PR,
657,Text,1996-09-01,The Anglo-Saxon Chronicle,en,"Giles, J. A. (John Allen), 1808-1884 [Translator]; Ingram, J. (James), 1774-1850 [Translator]","Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources; Anglo-Saxons -- Early works to 1800",DA,
658,Text,1996-09-01,The Fall of Troy,en,"Quintus, Smyrnaeus, active 4th century; Way, Arthur S. (Arthur Sanders), 1847-1930 [Translator]","Epic poetry, Greek -- Translations into English; Trojan War -- Poetry; Troy (Extinct city) -- Poetry",PA,
659,Text,2006-03-18,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant",en,"Alger, Horatio, Jr., 1832-1899",Conduct of life -- Juvenile fiction; New York (N.Y.) -- History -- 19th century -- Juvenile fiction; Business enterprises -- Juvenile fiction,PZ,Children's Fiction
660,Text,1996-09-01,The Gutenberg Webster's Unabridged Dictionary: Section A and B,en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
661,Text,1996-09-01,The Gutenberg Webster's Unabridged Dictionary: Section C,en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
662,Text,1996-09-01,The Gutenberg Webster's Unabridged Dictionary: Section D and E,en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
663,Text,1996-09-01,"The Gutenberg Webster's Unabridged Dictionary: Section F, G and H",en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
664,Text,1996-09-01,"The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L",en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
665,Text,1996-09-01,"The Gutenberg Webster's Unabridged Dictionary: Section M, N, and O",en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
666,Text,1996-09-01,The Gutenberg Webster's Unabridged Dictionary: Section P and Q,en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
667,Text,1996-09-01,The Gutenberg Webster's Unabridged Dictionary: Section R,en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
668,Text,1996-09-01,The Gutenberg Webster's Unabridged Dictionary: Section S,en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
669,Text,1996-09-01,"The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W",en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
670,Text,1996-09-01,"The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z",en,"Project Gutenberg; Webster, Noah, 1758-1843",English language -- Dictionaries,PE,
671,Text,2006-03-18,"Phil, the Fiddler",en,"Alger, Horatio, Jr., 1832-1899",Violinists -- Juvenile fiction; New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction; Child abuse -- Juvenile fiction; Runaways -- Juvenile fiction,PZ,Children's Fiction
672,Text,1996-09-01,The Secret Guide to Computers,en,"Walter, Russ, 1947-",Microcomputers,QA,
673,Text,1996-10-01,The Gutenberg Webster's Unabridged Dictionary,en,Project Gutenberg,English language -- Dictionaries,AG; PE,
674,Text,1996-10-01,Plutarch: Lives of the noble Grecians and Romans,en,"Plutarch, 46-120?; Clough, Arthur Hugh, 1819-1861 [Editor]",Greece -- Biography -- Early works to 1800; Rome -- Biography -- Early works to 1800,DE,Harvard Classics
675,Text,1996-10-01,American Notes,en,"Dickens, Charles, 1812-1870; Stone, Marcus, 1840-1921 [Illustrator]","United States -- Description and travel; United States -- Social life and customs -- 1783-1865; Dickens, Charles, 1812-1870 -- Travel -- United States",E151,
676,Text,1996-10-01,The Battle of Life,en,"Dickens, Charles, 1812-1870","England -- Social life and customs -- 19th century -- Fiction; Christmas stories, English",PR,Christmas
677,Text,1996-10-01,"The Heroes; Or, Greek Fairy Tales for My Children",en,"Kingsley, Charles, 1819-1875","Mythology, Greek -- Juvenile literature",PZ,"Children's Myths, Fairy Tales, etc."
678,Text,1996-10-01,The Cricket on the Hearth: A Fairy Tale of Home,en,"Dickens, Charles, 1812-1870","England -- Social life and customs -- 19th century -- Fiction; Christmas stories, English; Holidays -- Fiction",PR,Children's Literature
679,Text,1996-10-01,Poems,en,"Harper, Frances Ellen Watkins, 1825-1911",Poetry,PS,
680,Text,1996-10-01,The Golden Threshold,en,"Naidu, Sarojini, 1879-1949; Symons, Arthur, 1865-1945 [Contributor]",Indic poetry (English),PK,India
681,Text,1996-10-01,Creatures That Once Were Men,en,"Gorky, Maksim, 1868-1936; Chesterton, G. K. (Gilbert Keith), 1874-1936 [Commentator]",Fiction,PG,
682,Text,1996-10-01,Catalan's Constant [Ramanujan's Formula],en,"Fee, Greg",Mathematical constants,QA,Mathematics
683,Text,1996-10-01,The Compleat Angler,en,"Walton, Izaak, 1593-1683",Fishing -- Early works to 1800,SH,
684,Text,1996-10-01,Worldwide Effects of Nuclear War: Some Perspectives,en,United States. Arms Control and Disarmament Agency,Radioactive fallout; Nuclear warfare -- Environmental aspects,UF,
685,Text,1996-10-01,The Atomic Bombings of Hiroshima and Nagasaki,en,United States. Army. Corps of Engineers. Manhattan District,"Atomic bomb -- Blast effect; Atomic bomb -- Physiological effect; Hiroshima-shi (Japan) -- History -- Bombardment, 1945; Nagasaki-shi (Japan) -- History -- Bombardment, 1945",D731,
686,Text,1996-10-01,"The Treaty of the European Union, Maastricht Treaty, 7th February, 1992",en,European Union,European federation; Europe -- Economic integration; European Union,KJ,
687,Text,2006-01-09,A Personal Record,en,"Conrad, Joseph, 1857-1924","Novelists, English -- 20th century -- Biography; Conrad, Joseph, 1857-1924",PR,
688,Text,1996-10-01,"The Goodness of St. Rocque, and Other Stories",en,"Dunbar-Nelson, Alice Moore, 1875-1935",Short stories; New Orleans (La.) -- Fiction; City and town life -- Fiction; African Americans -- Fiction; United States -- Social life and customs -- 19th century -- Fiction,PS,
689,Text,2006-03-18,The Kreutzer Sonata and Other Stories,en,"Tolstoy, Leo, graf, 1828-1910; Tucker, Benjamin Ricketson, 1854-1939 [Translator]","Short stories; Russia -- Social life and customs -- Fiction; Murder -- Fiction; Jealousy -- Fiction; Tolstoy, Leo, graf, 1828-1910 -- Translations into English",PG,Anarchism; Harvard Classics; Banned Books from Anne Haight's list
690,Text,1996-10-01,Proposed Roads to Freedom,en,"Russell, Bertrand, 1872-1970",Socialism; Anarchism; Syndicalism; Guild socialism,HN,Philosophy
691,Text,1996-10-01,The Complete Works of James Whitcomb Riley — Volume 1,en,"Riley, James Whitcomb, 1849-1916",American poetry,PS,
692,Text,1996-10-01,The Complete Works of James Whitcomb Riley — Volume 10,en,"Riley, James Whitcomb, 1849-1916","American poetry; Short stories, American; American essays",PS,
693,Text,2006-01-21,"The Autobiography of a Quack, and The Case of George Dedlow",en,"Mitchell, S. Weir (Silas Weir), 1829-1914",Didactic fiction; Social problems -- Fiction; Political fiction,PS,
694,Text,1996-10-01,Stories from Everybody's Magazine,en,Various,Fiction; Short stories,PN,
695,Text,1996-10-01,"Glaucus; Or, The Wonders of the Shore",en,"Kingsley, Charles, 1819-1875",Natural history -- Juvenile literature; Seashore biology -- Juvenile literature,QH; QL,
696,Text,1996-10-01,The Castle of Otranto,en,"Walpole, Horace, 1717-1797; Morley, Henry, 1822-1894 [Editor]",Horror tales; Inheritance and succession -- Fiction; Gothic fiction,PR,Gothic Fiction
697,Text,1996-10-01,The Light Princess,en,"MacDonald, George, 1824-1905","Fairy tales; Children's stories, English; Fairy tales -- Great Britain",PR; PZ,Children's Literature
698,Text,1996-10-01,Memoir of Fleeming Jenkin,en,"Stevenson, Robert Louis, 1850-1894","Biography; Jenkin, Fleeming, 1833-1885",Q,
699,Text,1996-10-01,A Child's History of England,en,"Dickens, Charles, 1812-1870; Townsend, F. H. (Frederick Henry), 1868-1920 [Illustrator]",Great Britain -- History -- Juvenile literature,DA,Children's History; United Kingdom
700,Text,1996-10-01,The Old Curiosity Shop,en,"Dickens, Charles, 1812-1870",Didactic fiction; England -- Fiction; Domestic fiction; Grandparent and child -- Fiction; Antique dealers -- Fiction; Grandfathers -- Fiction; Gamblers -- Fiction; Girls -- Fiction,PR,
701,Text,1996-10-01,The King of the Golden River,en,"Ruskin, John, 1819-1900",Short stories; Fairy tales; Didactic fiction; Conduct of life -- Juvenile fiction,PR; PZ,
702,Text,1996-10-01,Somebody's Little Girl,en,"Young, Martha, 1868-",Girls -- Juvenile fiction; Orphanages -- Juvenile fiction,PZ,
703,Text,1996-10-01,Lucasta,en,"Lovelace, Richard, 1618-1658","English poetry -- Early modern, 1500-1700",PR,
704,Text,1996-10-01,The Mansion,en,"Van Dyke, Henry, 1852-1933",Short stories; Christmas stories; Christian life -- Fiction; Conduct of life -- Fiction; Christian fiction; Future life -- Fiction; Immortality -- Fiction,PZ; PS,
705,Text,1996-11-01,The Roadmender,en,"Fairless, Michael, 1869-1901",Fiction; Short stories,PR,
706,Text,1996-11-01,The Amateur Cracksman,en,"Hornung, E. W. (Ernest William), 1866-1921","England -- Fiction; Detective and mystery stories, English; Criminals -- Fiction; Raffles (Fictitious character) -- Fiction",PR,Crime Fiction
707,Text,1996-11-01,Raffles: Further Adventures of the Amateur Cracksman,en,"Hornung, E. W. (Ernest William), 1866-1921",Raffles (Fictitious character) -- Fiction; Criminals -- England -- Fiction; Mystery fiction,PR,Crime Fiction
708,Text,1996-11-01,The Princess and the Goblin,en,"MacDonald, George, 1824-1905",Fantasy literature; Fairy tales; Children's stories; Goblins -- Juvenile fiction; Princesses -- Juvenile fiction,PZ,Children's Literature
709,Text,1996-11-01,The Princess and Curdie,en,"MacDonald, George, 1824-1905",Fantasy literature; Fairy tales; Children's stories,PZ,Children's Literature
710,Text,1996-11-01,"Love of Life, and Other Stories",en,"London, Jack, 1876-1916; Bull, Charles Livingston, 1874-1932 [Illustrator]","Fiction; Short stories; Western stories; Adventure stories, American",PS,
711,Text,2004-11-18,Allan Quatermain,en,"Haggard, H. Rider (Henry Rider), 1856-1925","Africa -- Fiction; Fantasy fiction; Adventure stories; Hunting guides -- Fiction; Quatermain, Allan (Fictitious character) -- Fiction",PR,Movie Books; Adventure
712,Text,2006-01-21,"Thomas Jefferson, a Character Sketch",en,"Ellis, Edward Sylvester, 1840-1916","Jefferson, Thomas, 1743-1826; Presidents -- United States -- Biography",E300,
713,Text,1996-11-01,Memoirs of Extraordinary Popular Delusions — Volume 2,en,"Mackay, Charles, 1814-1889",Social psychology; Swindlers and swindling; Impostors and imposture; Alchemy; Delusions; Occultism -- Early works to 1900; Investments -- Psychological aspects; Stock exchanges -- Psychological aspects; Hallucinations and illusions; Common fallacies,AZ,Psychology
714,Text,1996-11-01,The Bobbsey Twins in the Country,en,"Hope, Laura Lee",Twins -- Juvenile fiction; Bobbsey Twins (Fictitious characters) -- Juvenile fiction; Siblings -- Juvenile fiction; Country life -- Juvenile fiction,PZ,Children's Book Series
715,Text,1996-11-01,The Moon Endureth: Tales and Fancies,en,"Buchan, John, 1875-1940",Poetry; Science fiction; Short stories; Fantasy fiction,PR,
716,Text,1996-11-01,The Cruise of the Jasper B.,en,"Marquis, Don, 1878-1937",Adventure stories; Cruise ships -- Fiction,PS,
717,Text,1996-11-01,Chita: A Memory of Last Island,en,"Hearn, Lafcadio, 1850-1904",Historical fiction; Islands -- Fiction; Physicians -- Fiction; Fathers and daughters -- Fiction; Yellow fever -- Fiction; Louisiana -- Fiction; Missing children -- Fiction; Hurricanes -- Fiction,PS,
718,Text,2006-03-18,Tono-Bungay,en,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Satire; England -- Fiction; Patent medicines -- Marketing -- Fiction; Pharmaceutical industry -- Fiction,PR,Best Books Ever Listings
719,Text,1996-11-01,The Plays of W. E. Henley and R. L. Stevenson,en,"Henley, William Ernest, 1849-1903; Stevenson, Robert Louis, 1850-1894",Drama,PR,
720,Text,1996-11-01,Almayer's Folly: A Story of an Eastern River,en,"Conrad, Joseph, 1857-1924","Dutch -- Borneo -- Fiction; Didactic fiction; Imperialism -- Fiction; Psychological fiction; Trading companies -- Fiction; Lingard, Tom (Fictitious character) -- Fiction; Borneo -- Fiction",PR,
721,Text,1996-11-01,The Birds' Christmas Carol,en,"Wiggin, Kate Douglas Smith, 1856-1923",Christmas stories; Children's stories; Terminally ill children -- Juvenile fiction,PZ; PS,Children's Literature
722,Text,1996-11-01,"James Otis, the Pre-Revolutionist",en,"Adam, G. Mercer (Graeme Mercer), 1830-1912; Edmunds, Charles K. (Charles Keyser), 1876-; Ridpath, John Clark, 1840-1900","Otis, James, 1725-1783",E300,
723,Text,1996-11-01,"Henry James, Jr.",en,"Howells, William Dean, 1837-1920","James, Henry, 1843-1916 -- Criticism and interpretation",PS,
724,Text,1996-11-01,The Man of Letters as a Man of Business,en,"Howells, William Dean, 1837-1920",American literature -- History and criticism,PN,
